,Order,Family,Genus,Species,animal,TOTALINNOVATIONS2025,FOODINNO2025,TECHINNO2025,TOTALINNOVATIONS2025_ResEff,FOODINNO2025_ResEff,TECHINNO2025_ResEff,Range.Size,ResearchEffort,DietBreadth,HabitatBreadth,GenerationLength,GenerationLengthFULL,MaxLongevity,Insularity,UrbanFULL,IUCNStatus2019,StatusCode,PopulationTrend2019,TrendCode,HabitatDestruction,Overexploitation,InvasiveSpecies,CriterionB,Brain_size,Relative_brain_size,Beak_length.Culmen,Beak_length.Nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand.Wing_index,Tail_length,Mass,Habitat,Habitat_density,Migration,Trophic_level,Trophic_niche,Primary_lifestyle,Range_size,buildingcoll,lbuildingcoll,buildingcoll_mig,lbuildingcoll_mig,buildingcoll_nonmig,lbuildingcoll_nonmig,rawtowercoll,ltowercollnonzero,rawturbinecoll,lturbinecollnonxero,ALLcoll,Abundance.estimate
531,PASSERIFORMES,TROGLODYTIDAE,Catherpes,Catherpes_mexicanus,Catherpes_mexicanus,1,0,1,0.307384433,-0.262855547,0.487424885,4298192.46,12,1,2.569221968,3.6,1.818057318,5.908372377,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,23.9,15.7,3.2,3.4,18.6,64.3,8.3,55.3,13.2,56,11.97,Rock,3,1,Carnivore,Invertivore,Insessorial,4298192.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659606
532,GALLIFORMES,PHASIANIDAE,Catreus,Catreus_wallichii,Catreus_wallichi,0,0,0,-0.288461583,-0.196172343,-0.148369222,148666.55,6,3,2.675579323,5,4.417477078,16.47611486,0,0,Vulnerable,3,decreasing,1,1,1,0,NO,NA,NA,39.8,25.1,15.4,15.3,71.2,244.4,51.4,192.2,21.1,459.8,1436.88,Grassland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,148666.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris_cinereus,Coracina_cinerea,0,0,0,0.017398403,0.013442044,0.031916496,415959.23,0,2,3.005686434,4.6,2.534393376,9.97001009,1,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,22.2,12.8,7.8,6.9,23.3,108.4,27,81.5,24.8,87.8,47.2,Forest,1,1,Carnivore,Invertivore,Insessorial,415959.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631490
534,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris_cucullatus,Coracina_cinerea,0,0,0,0.017398403,0.013442044,0.031916496,1245,0,2,3.005686434,4.6,2.534393376,9.97001009,1,0,Vulnerable,3,decreasing,1,1,0,1,NO,NA,NA,20.2,11.8,6.9,6,23.3,97.1,22.5,74.6,23.2,86.4,47.2,Forest,1,1,Carnivore,Invertivore,Insessorial,1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631490
535,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris_graueri,Coracina_graueri,0,0,0,0.017398403,0.013442044,0.031916496,31898.57,0,1,0.999723604,4.6,3.718703183,9.847844925,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,18.3,10.9,6.4,6.3,22.2,109,22.4,86.6,20.6,97.7,47.2,Forest,1,1,Carnivore,Invertivore,Insessorial,31898.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris_pectoralis,Coracina_pectoralis,0,0,0,0.017398403,0.013442044,0.031916496,6110219.71,0,1,1.632946379,4.6,3.884008714,10.28505169,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,23.9,15.2,9.3,7.6,23.1,138.7,42.4,95.9,30.6,105.7,54.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,6110219.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,863560
537,PASSERIFORMES,CAMPEPHAGIDAE,Celebesica,Celebesica_abbotti,Coracina_abbotti,0,0,0,0.017398403,0.013442044,0.031916496,28181.39,0,1,0.999723604,4.6,3.706000693,9.884150078,1,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,24.6,14.6,7.3,7.2,26.2,110.1,25.6,84.5,23.2,90.5,67.96,Forest,1,1,Carnivore,Invertivore,Insessorial,28181.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,PICIFORMES,PICIDAE,Celeus,Celeus_elegans,Celeus_elegans,0,0,0,-0.155282509,-0.104901006,-0.069868319,6510380.16,2,2,2.243528284,5,4.09583812,11.30885371,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,33,23.5,8.9,8.4,23.7,161.3,28.8,132.5,17.8,99.9,134.97,Forest,1,1,Carnivore,Invertivore,Insessorial,6510380.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630020
539,PICIFORMES,PICIDAE,Celeus,Celeus_flavescens,Celeus_flavescens,1,1,0,0.45757262,0.53321979,-0.117195563,2619318.97,4,2,2.305002428,5,4.164368506,11.79157249,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,34.8,26,9.3,8.9,26,150.6,24.9,127.9,16.2,96.6,139,Forest,1,1,Carnivore,Invertivore,Insessorial,2619318.97,22,1.342422681,NA,NA,NA,NA,NA,NA,NA,NA,1.342422681,480273
540,PICIFORMES,PICIDAE,Celeus,Celeus_flavus,Celeus_flavus,0,0,0,-0.155282509,-0.104901006,-0.069868319,6163251.01,2,2,3.057457577,5,4.332456862,11.54073828,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,28.5,22.5,8.3,8.9,25.8,140.2,26.4,114.5,18.7,91,147.33,Forest,1,1,Carnivore,Invertivore,Insessorial,6163251.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399830
541,PICIFORMES,PICIDAE,Celeus,Celeus_grammicus,Celeus_grammicus,0,0,0,0.017398403,0.013442044,0.031916496, NA,0,2,2.429297659,5,3.771521936,10.87194348,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,24.8,17.2,6.9,6.4,20.6,122.8,27.7,95.8,22.5,71,64.5,Forest,1,1,Carnivore,Invertivore,Insessorial,3990173.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775142
542,PICIFORMES,PICIDAE,Celeus,Celeus_loricatus,Celeus_loricatus,0,0,0,0.017398403,0.013442044,0.031916496,297945.59,0,2,2.279365591,5,3.74522714,10.22759637,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,24.4,17.1,7,6.6,20.3,118.8,28.3,91.4,23.7,69.6,76.6,Forest,1,1,Carnivore,Invertivore,Insessorial,206417.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343428
543,PICIFORMES,PICIDAE,Celeus,Celeus_lugubris,Celeus_lugubris,0,0,0,-0.200500647,-0.135890258,-0.096521641,841523.9,3,1,1.632946379,5,4.148567633,11.77460562,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,29.8,21.6,8.9,8.2,25.4,142.6,25.8,116.8,18,82.8,137,Woodland,2,1,Carnivore,Invertivore,Insessorial,148131.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199123
544,PICIFORMES,PICIDAE,Celeus,Celeus_obrieni,Celeus_obrieni,0,0,0,-0.155282509,-0.104901006,-0.069868319,805871.75,2,1,1.518645861,5,3.975887711,11.14422076,0,0,Vulnerable,3,decreasing,1,1,0,0,NO,NA,NA,26.2,20.7,8,8.2,19.3,139,16.8,122.2,12.1,100.4,114,Forest,1,1,Carnivore,Invertivore,Insessorial,183768.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164776
545,PICIFORMES,PICIDAE,Celeus,Celeus_occidentalis,Celeus_torquatus,0,0,0,0.017398403,0.013442044,0.031916496,5400919.84,0,2,2.183390097,5,4.245409837,12.04591564,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,34.2,25,7.8,8.1,24.1,152.9,36.4,116.6,23.8,92,134,Forest,1,1,Omnivore,Invertivore,Insessorial,2413.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787545
546,PICIFORMES,PICIDAE,Celeus,Celeus_ochraceus,Celeus_flavescens,1,1,0,0.710545584,0.706589225,0.031916496,1498746.05,0,2,2.305002428,5,4.164368506,11.79157249,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,29.2,21.5,8.8,8.4,24.7,141.3,24.4,117,17.2,76.2,139,Forest,1,1,Carnivore,Invertivore,Insessorial,111833.73,22,1.342422681,NA,NA,NA,NA,NA,NA,NA,NA,1.342422681,480273
547,PICIFORMES,PICIDAE,Celeus,Celeus_tinnunculus,Celeus_torquatus,0,0,0,0.017398403,0.013442044,0.031916496,120305.45,0,2,2.183390097,5,4.245409837,12.04591564,0,0,Vulnerable,3,decreasing,1,1,0,0,NO,NA,NA,36,27.3,8.5,7.9,24.6,149.9,35.8,114.1,23.9,92.7,134,Forest,1,1,Omnivore,Invertivore,Insessorial,4459531.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787545
548,PICIFORMES,PICIDAE,Celeus,Celeus_torquatus,Celeus_torquatus,0,0,0,-0.091551122,-0.061224107,-0.032302573,1895802.55,1,2,2.183390097,5,4.245409837,12.04591564,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,37,26.8,7.9,7.7,23,152.4,31.2,120.7,20.5,95.4,134,Forest,1,1,Omnivore,Invertivore,Insessorial,13812.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787545
549,PICIFORMES,PICIDAE,Celeus,Celeus_undatus,Celeus_undatus,0,0,0,-0.091551122,-0.061224107,-0.032302573,5521579.18,1,2,2.466364324,5,3.353915947,9.768082145,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,24.8,17.2,6.9,6.4,20.6,122.8,27.7,95.8,22.5,71,64.5,Forest,1,1,Carnivore,Invertivore,Insessorial,529277.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442261
550,GALLIFORMES,PHASIANIDAE,Centrocercus,Centrocercus_minimus,Centrocercus_minimus,0,0,0,-0.436912946,-0.297910207,-0.235872203,9683.32,17,2,0.997894737,5.2,4.623188277,12.99017603,0,0,Endangered,4,decreasing,1,1,1,1,YES,NA,NA,28.8,15.2,9.4,12.7,53.8,285,109.9,175.1,38.6,286,1902.46,Shrubland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,7234.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,GALLIFORMES,PHASIANIDAE,Centrocercus,Centrocercus_urophasianus,Centrocercus_urophasianus,0,0,0,-0.856634761,-0.585557284,-0.483272491,1315889.14,259,2,0.997894737,5.2,3.822699139,13.05895965,0,0,Near-Threatened,2,decreasing,1,1,1,1,NO,4.001,-0.904,36.8,17.4,12.8,15.7,49.4,306,115.6,184.1,38.7,242,1902.46,Shrubland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,1348091.15,NA,NA,NA,NA,NA,NA,NA,NA,4,0.602059991,0.602059991,295714
552,CUCULIFORMES,CUCULIDAE,Centropus,Centropus_chalybeus,Centropus_chalybeus,0,0,0,0.017398403,0.013442044,0.031916496,2526.51,0,2,0.999801035,3.8,4.174431063,8.825101481,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,47,31.2,11,20.8,54.7,195.7,17.8,176.3,9.2,268.7,244.36,Forest,1,1,Carnivore,Invertivore,Terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,CUCULIFORMES,CUCULIDAE,Centropus,Centropus_chlororhynchos,Centropus_chlororhynchus,0,0,0,0.017398403,0.013442044,0.031916496,12120.28,0,1,0.999801035,3.8,4.338947043,9.379158001,1,0,Vulnerable,3,decreasing,1,1,0,1,YES,NA,NA,42.4,26.9,8.1,16.4,46.3,165.2,13.2,150.8,8.1,241.2,244.36,Forest,1,1,Carnivore,Invertivore,Generalist,2783564.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,CUCULIFORMES,CUCULIDAE,Centropus,Centropus_nigrorufus,Centropus_nigrorufus,1,1,0,0.537864672,0.588246175,-0.069868319,28067.43,2,2,2.586448598,3.8,4.727298062,9.647101084,1,0,Vulnerable,3,decreasing,1,1,1,0,NO,NA,NA,41.8,26.6,10.8,16.5,54,206.3,21.7,184.7,10.5,234,244.36,Wetland,1,1,Carnivore,Omnivore,Generalist,3223422.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,CUCULIFORMES,CUCULIDAE,Centropus,Centropus_rectunguis,Centropus_rectunguis,0,0,0,-0.091551122,-0.061224107,-0.032302573,1104920.96,1,1,1.672496518,3.8,4.161527688,8.770705864,0,0,Vulnerable,3,decreasing,1,1,0,0,NO,NA,NA,41.4,26.2,8.3,14.7,43.5,160,16.2,143.8,10.2,177.5,238,Forest,1,1,Carnivore,Invertivore,Terrestrial,877581.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73446
556,CUCULIFORMES,CUCULIDAE,Centropus,Centropus_toulou,Centropus_toulou,0,0,0,-0.264232034,-0.179567157,-0.134087388,590995.81,5,2,3.061514385,3.8,4.290472181,9.994055795,1,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,30.5,18.9,9,13.8,41.8,155.4,19.3,137.9,12.3,245.8,166.35,Forest,1,1,Carnivore,Omnivore,Terrestrial,1695557.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039189
557,CUCULIFORMES,CUCULIDAE,Centropus,Centropus_violaceus,Centropus_violaceus,0,0,0,0.017398403,0.013442044,0.031916496,38717.48,0,2,0.999801035,5,4.880907544,10.4304832,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,68.3,47.6,12.2,25.2,65.6,248,21.5,226.5,8.7,339.5,499.99,Forest,1,1,Carnivore,Invertivore,Terrestrial,31218.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93960
558,PASSERIFORMES,COTINGIDAE,Cephalopterus,Cephalopterus_ornatus,Cephalopterus_ornatus,0,0,0,-0.155282509,-0.104901006,-0.069868319,5506150.67,2,3,2.061917515,4.6,6.882406862,16.89873407,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,57.2,36.8,19.7,18.9,47.2,259.6,40.4,221.6,15.4,160.2,380,Forest,1,1,Omnivore,Omnivore,Insessorial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761899
559,PASSERIFORMES,COTINGIDAE,Cephalopterus,Cephalopterus_penduliger,Cephalopterus_penduliger,0,0,0,-0.288461583,-0.196172343,-0.148369222,69374.2,6,2,2.668941367,4.6,6.24833433,17.16840576,0,0,Vulnerable,3,decreasing,1,1,1,0,NO,NA,NA,39.9,33.3,18.4,17.2,45.2,249.6,35.4,211.6,14.4,138.6,338,Forest,1,1,Herbivore,Frugivore,Insessorial,5524.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18071
560,BUCEROTIFORMES,BUCEROTIDAE,Ceratogymna,Ceratogymna_atrata,Ceratogymna_atrata,0,0,0,-0.359505029,-0.2448604,-0.19024498,2282542.36,10,2,1.632980333,15.8,7.711061478,20.45513581,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,13.5,0.574,155.8,123,40.5,43,57.8,373.3,65.2,308.8,17.5,256.3,1194.79,Forest,1,1,Herbivore,Frugivore,Insessorial,1236.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1742284
561,BUCEROTIFORMES,BUCEROTIDAE,Ceratogymna,Ceratogymna_elata,Ceratogymna_elata,0,0,0,-0.23557456,-0.15992739,-0.117195563,495247.1,4,2,1.632980333,15.8,7.262393835,21.81484496,0,0,Vulnerable,3,decreasing,1,1,1,0,NO,14.286,0.365,176.8,135.8,43.1,45.5,53.5,381.9,71.8,297.8,19.5,304.8,1917.02,Forest,1,1,Herbivore,Frugivore,Insessorial,989.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142372
562,PASSERIFORMES,PIPRIDAE,Ceratopipra,Ceratopipra_chloromeros,Pipra_chloromeros,0,0,0,-0.155282509,-0.104901006,-0.069868319,472743.22,2,2,1.469689958,5.1,3.065983871,9.80017352,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,12.8,7.3,4,3.9,15.9,60.6,11.2,49.4,18.5,26.2,16.5,Forest,1,1,Herbivore,Frugivore,Insessorial,1236.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,PASSERIFORMES,PIPRIDAE,Ceratopipra,Ceratopipra_mentalis,Pipra_mentalis,0,0,0,-0.309450172,-0.21055641,-0.160740709,558740.47,7,2,0.999801035,5,3.382197228,9.860735312,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,0.594,-0.093,12.1,6.7,4.4,4,14.7,58.5,9.8,49.2,16.5,28,15,Forest,1,1,Herbivore,Frugivore,Insessorial,989.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,PASSERIFORMES,PIPRIDAE,Ceratopipra,Ceratopipra_rubrocapilla,Pipra_rubrocapilla,0,0,0,-0.155282509,-0.104901006,-0.069868319,3391760.24,2,2,0.999801035,5.1,2.869643747,9.264048019,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,10.4,6,3.8,4.1,12.6,61.2,11.5,47,19.7,31.4,12,Forest,1,1,Herbivore,Frugivore,Insessorial,1639893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,CUCULIFORMES,CUCULIDAE,Cercococcyx,Cercococcyx_mechowi,Cercococcyx_mechowi,0,0,0,-0.155282509,-0.104901006,-0.069868319,1382953.57,2,2,0.999801035,4.2,3.250990219,9.519394954,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,22.4,14.4,6,6.6,18.3,130.5,38.5,92,29.5,166.8,55.6,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150089
566,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,Cercomacra_brasiliana,Cercomacra_brasiliana,0,0,0,0.017398403,0.013442044,0.031916496,129178.51,0,1,1.772382398,6.6,2.592291334,7.925461823,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,16.5,9.4,4.5,4.3,20.5,59.8,5.5,54.3,9.2,71.4,12,Woodland,1,1,Carnivore,Invertivore,Insessorial,1647055.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219981
567,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,Cercomacra_carbonaria,Cercomacra_carbonaria,0,0,0,-0.288461583,-0.196172343,-0.148369222,17194.19,6,1,2.719860854,6.6,2.315660614,7.374083535,0,0,Critically-Endangered,5,decreasing,1,1,0,0,NO,NA,NA,17,10.8,4.8,4.4,23.8,65.4,6,59.5,9.2,70.3,14.5,Forest,1,1,Carnivore,Invertivore,Insessorial,230027.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4854
568,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,Cercomacra_cinerascens,Cercomacra_cinerascens,0,0,0,0.017398403,0.013442044,0.031916496,6701397,0,1,0.999801035,6.6,2.510392539,7.401095671,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,19.4,11.3,5,4.6,20,62.8,5.4,58.2,8.6,66.1,14.3,Forest,1,1,Carnivore,Invertivore,Insessorial,1686730.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329632
569,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,Cercomacra_ferdinandi,Cercomacra_ferdinandi,0,0,0,-0.200500647,-0.135890258,-0.096521641,31828.1,3,1,2.355088641,6.6,2.346498801,7.579300776,0,0,Vulnerable,3,decreasing,1,1,0,0,NO,NA,NA,16.3,10.8,4.8,4.7,21.9,68.5,6.3,62.2,9.2,71.8,15,Shrubland,1,1,Carnivore,Invertivore,Insessorial,326313.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246599
570,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,Cercomacra_manu,Cercomacra_manu,0,0,0,-0.23557456,-0.15992739,-0.117195563,484743.72,4,1,2.26046684,6.6,2.435397415,7.855811372,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,20.2,10.9,5.1,4.8,23.1,70.5,6.4,64,9.2,71.5,18.08,Forest,1,1,Carnivore,Invertivore,Insessorial,3128401.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227230
571,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,Cercomacra_melanaria,Cercomacra_melanaria,0,0,0,-0.091551122,-0.061224107,-0.032302573,442324.16,1,1,2.441702128,6.6,3.054892664,8.582690825,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,18.6,10.6,4.5,4.3,26,70.2,6,64.4,8.5,76.2,19,Shrubland,1,1,Carnivore,Invertivore,Insessorial,306966.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455951
572,PASSERIFORMES,THAMNOPHILIDAE,Cercomacroides,Cercomacroides_fuscicauda,Cercomacra_nigrescens,0,0,0,0.017398403,0.013442044,0.031916496,1072999.68,0,1,3.41082658,6.6,3.402496773,9.97001009,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,0.851,0.213,14.3,10.9,4.8,4.6,24,64,5.3,60.5,8.1,71.2,16.5,Forest,1,1,Carnivore,Invertivore,Insessorial,299961.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,PASSERIFORMES,THAMNOPHILIDAE,Cercomacroides,Cercomacroides_nigrescens,Cercomacra_nigrescens,0,0,0,0.017398403,0.013442044,0.031916496,2801934.84,0,1,3.41082658,6.6,3.402496773,9.97001009,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,0.851,0.213,20.5,11,4.7,4.6,23.6,65,5,60.3,7.7,63.9,16.5,Forest,1,1,Carnivore,Invertivore,Insessorial,18288655.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,PASSERIFORMES,THAMNOPHILIDAE,Cercomacroides,Cercomacroides_parkeri,Cercomacra_parkeri,0,0,0,0.017398403,0.013442044,0.031916496,60670.31,0,1,2.252367288,6.6,2.892388115,7.667488191,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,17.8,10.5,4.5,4.4,22.8,63.2,6.4,58,10.1,65.2,17.2,Forest,1,1,Carnivore,Invertivore,Insessorial,68.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,CHARADRIIFORMES,ALCIDAE,Cerorhinca,Cerorhinca_monocerata,Cerorhinca_monocerata,0,0,0,-0.748889694,-0.511716581,-0.419763376,316387.33,130,2,2.51524833,8,7.084329275,16.21230192,0,0,Least-Concern,1,decreasing,1,1,1,1,NO,4.684,0.024,48.5,25.5,8.5,17.6,29.4,178.8,92.9,85.8,52,51.2,482.24,Marine,3,3,Carnivore,Aquatic predator,Aquatic,7699517.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6836374
576,PASSERIFORMES,FURNARIIDAE,Certhiasomus,Certhiasomus_stictolaemus,Deconychura_stictolaema,0,0,0,0.017398403,0.013442044,0.031916496,3212301.46,0,1,2.183390097,4.1,2.735074503,7.76555562,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,19.3,13.4,4.8,4.4,19.8,81.5,14,68.3,17,82.2,18.5,Forest,1,1,Carnivore,Invertivore,Insessorial,1627452.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,PASSERIFORMES,FURNARIIDAE,Certhiaxis,Certhiaxis_cinnamomeus,Certhiaxis_cinnamomeus,1,1,0,0.710545584,0.706589225,0.031916496,8364757.31,0,1,3.099967437,3.8,2.352377689,7.489427608,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,0.686,0.044,15.8,10.9,3,3.4,18.5,59.3,7.9,51.4,13.4,62.2,15.2,Wetland,2,1,Carnivore,Invertivore,Insessorial,4311610.21,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,7026783
578,PASSERIFORMES,THRAUPIDAE,Certhidea,Certhidea_olivacea,Certhidea_olivacea,1,0,1,0.348623095,-0.234593541,0.511732549,6997.83,9,3,2.372083722,3.8,2.534393376,9.97001009,1,0,Vulnerable,3,decreasing,1,1,0,1,NO,NA,NA,11.9,7.9,3.6,3.8,20.6,51.8,8,43.3,15.5,34.3,9.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,2037212.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159004
579,PASSERIFORMES,ALAUDIDAE,Certhilauda,Certhilauda_chuana,Certhilauda_chuana,0,0,0,-0.327963421,-0.223244055,-0.171653135,127491.6,8,2,0.999431172,3.5,3.218674769,9.67013923,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,17.2,10.4,3.9,4.4,26.8,99.3,21.4,77.9,21.6,72.7,44.1,Grassland,3,1,Omnivore,Omnivore,Terrestrial,16.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139723
580,PASSERIFORMES,ALAUDIDAE,Certhilauda,Certhilauda_curvirostris,Certhilauda_curvirostris,0,0,0,-0.155282509,-0.104901006,-0.069868319,63461.48,2,2,3.056662623,3.5,3.43886076,10.23152055,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,24.6,15.4,3.9,4.7,25.9,102.5,23,79.5,22.3,75.3,40.41,Grassland,2,1,Carnivore,Invertivore,Terrestrial,13854.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6932
581,PASSERIFORMES,ALAUDIDAE,Certhilauda,Certhilauda_semitorquata,Certhilauda_semitorquata,0,0,0,-0.091551122,-0.061224107,-0.032302573,468995.29,1,2,1.816824966,3.5,3.130494121,9.604389898,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,22.1,13.7,4,4.9,27.2,103,21.2,81,20.7,74.8,40.41,Grassland,3,1,Carnivore,Invertivore,Terrestrial,9424883.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36406
582,CUCULIFORMES,CUCULIDAE,Ceuthmochares,Ceuthmochares_australis,Ceuthmochares_aereus,0,0,0,0.017398403,0.013442044,0.031916496,1160496.4,0,4,2.879761016,4.2,3.374116574,9.784280891,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,1.343,-0.107,28,18.9,9.6,10.2,29.1,121.8,19,102.8,15.6,194.2,65.8,Forest,1,1,Carnivore,Invertivore,Insessorial,1336265.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962714
583,CORACIIFORMES,ALCEDINIDAE,Ceyx,Ceyx_cajeli,Ceyx_lepidus,0,0,0,0.017398403,0.013442044,0.031916496,8554.31,0,2,2.719860854,4.2,3.027910191,8.262857058,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,0.56,-0.349,37.3,29.2,7.4,8.6,10.6,62.4,13.7,49.5,21.7,26.4,21.32,Forest,1,1,Carnivore,Invertivore,Insessorial,342167.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
